"viento","direccion","temperatura","humedad"
7.9,307,23.25,23
8.3,287,23.75,23
8.1,279,23.25,25
7.2,290,22.45,24
6.7,272,20.85,24
5.1,261,19.45,29
3.8,238,17.75,30
4,203,16.15,29
3.2,254,15.35,32
1.3,52,13.55,32
1.9,112,13.35,30
4.4,102,12.95,36
5.5,97,12.15,42
8.2,82,11.35,41
7.8,78,13.45,40
8.6,71,13.95,39
8.2,60,15.55,36
10.7,77,18.35,32
7.6,71,21.05,27
6.4,290,23.35,28
7.3,285,22.45,23
7.5,285,22.65,23
7.7,279,23.65,22
7.6,288,24.45,21
7.4,272,25.15,21
8,278,25.35,19
8.1,282,24.95,18
9.5,282,23.05,17
8.4,261,21.25,16
4.4,246,18.35,11
1.5,321,16.95,13
0.5,354,15.75,15
1.2,112,15.25,16
3.8,94,14.25,15
7.9,85,12.95,22
4.8,94,13.35,21
2.3,14,12.95,26
4.6,83,12.65,23
8,86,11.25,24
9,82,11.25,27
8.8,79,14.25,25
9.8,78,18.25,22
7.5,64,20.75,20
4.2,297,23.35,21
6.4,283,23.05,17
7.6,281,23.75,18
7.1,285,24.25,21
9,284,25.05,21
8.1,282,25.85,20
10,288,26.25,18
10.2,262,24.65,20
8.9,292,23.05,25
9.1,285,20.05,28
5.7,255,18.25,25
4.2,239,16.75,25
3.1,227,15.15,28
1.9,198,14.25,35
2,157,14.65,41
2.6,94,13.35,36
5.7,88,13.35,39
5.1,101,12.85,41
4.7,93,13.05,40
4.4,87,11.85,41
6.9,74,11.55,40
6.3,63,13.15,37
6.3,57,17.05,30
3.4,301,19.85,27
5.5,285,20.35,26
5.4,283,21.45,25
7.5,283,21.75,27
7.5,286,22.35,27
7.9,272,23.55,25
9.1,284,24.65,22
7.6,280,24.95,22
8.5,265,24.95,21
10,232,22.25,29
7.4,236,20.15,34
4,230,18.85,36
2.7,294,18.15,37
1.8,269,16.95,36
1.7,164,15.45,38
3.2,130,16.15,37
5.1,90,13.55,42
6.8,83,14.05,43
2.6,44,14.05,44
2.7,74,12.85,46
2.8,124,10.55,48
5.3,102,11.25,50
5.5,79,13.25,45
1.3,117,16.65,38
2.3,321,19.55,30
4.5,263,20.75,29
6.7,288,21.25,27
7.5,287,22.35,25
7.3,282,23.55,24
7.9,264,24.15,22
7.8,290,25.25,21
9.6,260,25.65,21
9.5,237,24.45,24
10.4,247,23.05,26
7.8,256,20.85,29
5.6,257,18.85,31
3.3,280,16.75,37
0.6,23,15.65,38
0.3,58,14.95,40
2.6,99,14.75,40
6.5,91,12.75,43
9,85,13.05,40
5.9,88,13.65,42
6.9,77,13.55,41
7.5,81,13.25,42
8.2,81,11.75,45
7.3,79,14.95,38
7.5,68,18.05,32
3.4,59,20.45,27
6,288,20.35,27
6.5,288,21.05,26
6.1,292,22.05,23
8.3,285,23.75,20
7.6,282,24.45,17
7.9,281,25.85,12
10.3,268,25.25,16
8.2,278,24.35,18
11,279,23.55,19
6.1,263,21.05,25
5.8,244,19.05,25
4.8,240,17.55,31
1.8,188,15.85,34
2.9,194,15.15,40
3.1,156,15.55,42
5.2,93,13.55,41
6.1,106,13.65,38
5.2,98,13.95,33
5.1,77,11.65,35
6.5,80,11.55,39
6.8,78,10.95,39
7.3,94,13.05,33
5.8,70,17.25,28
4.8,52,19.75,28
5.8,288,20.15,29
6.8,287,20.35,31
6.7,292,21.75,29
7.7,284,22.65,26
5.9,287,23.75,24
6.8,280,24.55,21
7.7,290,25.25,19
7.6,283,25.15,18
9.1,253,24.85,16
8.9,257,22.25,21
6,269,19.55,25
2,258,17.35,29
2.3,124,15.55,30
2.6,94,13.65,29
3.4,99,13.65,28
5.7,91,12.55,33
6.5,99,13.45,31
5.4,89,12.25,32
7.4,81,10.65,35
8.4,85,9.95,37
8.1,84,10.15,37
6.5,72,12.55,33
9.7,75,16.85,26
5.5,70,20.45,22
3.3,287,22.55,23
4.9,267,23.15,22
6.4,294,23.15,21
7.2,288,23.85,22
7.9,274,24.15,23
8.5,285,24.75,22
7.1,292,24.85,22
7.2,292,24.35,22
9.2,290,23.05,23
8.1,281,20.85,27
6.4,247,18.35,31
3.4,227,17.05,35
3,204,15.95,32
3.1,189,14.95,42
2.6,136,15.25,40
6.2,93,13.55,40
5.4,91,14.75,37
5,89,14.55,38
6.3,71,12.05,42
5.5,69,12.45,40
6.1,46,12.15,38
7.1,59,14.55,35
9.4,73,17.45,30
4.7,75,20.85,27
4.6,297,22.45,26
6.2,284,22.25,28
7.1,287,23.45,20
7.2,292,24.05,13
8.2,289,24.25,12
8,285,24.75,12
6.6,283,24.95,12
7,301,24.85,13
8,280,24.15,14
7.4,278,22.45,16
5.9,277,19.95,19
6,236,17.65,22
3.6,198,16.45,23
3.5,200,15.45,25
3.2,179,15.45,24
4.5,95,13.55,27
8.1,87,14.15,27
8.2,89,13.85,26
7,78,12.35,28
1.6,97,12.15,28
4.6,76,12.25,29
9.1,70,13.35,28
10,74,18.35,22
4,51,21.65,20
4.8,290,22.25,19
6.5,285,22.65,18
6.4,284,23.25,15
6.6,273,23.45,17
7.2,278,24.65,18
7,282,25.05,17
6.9,276,25.75,16
6.7,306,25.55,15
10.7,242,24.45,13
7,263,21.85,16
5.7,264,19.65,20
3.8,247,17.55,23
3.8,238,16.15,25
2.6,165,14.35,26
3.9,152,14.95,24
5.9,103,12.75,27
8.8,86,12.45,30
9.9,84,13.75,28
5.5,93,15.05,26
1.6,45,13.55,29
7,82,12.05,30
7.9,79,14.25,26
9.8,79,18.95,21
7.5,61,20.75,19
5.4,286,20.95,17
5.4,292,21.45,16
6.2,287,22.85,14
6.5,295,24.35,15
7.8,282,24.85,15
6.9,291,25.55,15
6.5,285,25.15,15
7,266,25.45,14
10.2,261,22.75,20
7.3,250,21.45,23
5.3,259,19.75,29
3.3,281,18.45,29
2.6,289,16.85,33
0.4,94,15.75,34
3.2,130,16.45,33
6.8,87,13.15,38
8.8,86,12.45,40
8.5,81,14.55,36
9.4,82,14.95,36
9.1,80,14.65,36
9,81,12.55,42
11.3,83,16.95,32
7.5,56,19.15,27
4.3,346,19.85,26
5.4,281,21.75,25
6.1,293,22.45,23
7.1,282,23.35,21
7.5,287,24.05,20
7.5,274,25.25,18
7.6,265,25.65,18
7.8,278,26.05,15
7.8,266,26.25,15
9.7,249,24.85,19
9.5,249,22.25,23
5.4,231,20.05,29
3.5,242,18.85,31
0.7,17,18.05,32
2.5,75,16.65,32
3.3,95,15.45,35
3.2,104,15.55,32
5.9,96,13.65,38
6,92,12.25,40
6.8,91,12.15,43
6.8,92,11.85,42
7.2,88,12.05,43
8.2,80,14.25,40
8.1,67,18.45,31
4.7,70,21.05,26
2.5,279,23.05,23
5.4,284,22.95,23
6.6,279,23.25,23
6.6,288,24.15,20
8.2,277,24.95,17
7.7,279,25.35,16
8.7,284,25.55,16
9.1,282,24.95,19
9.1,266,23.45,21
8.5,247,21.05,24
5.9,246,19.05,25
2.6,273,17.65,29
1.7,72,15.85,29
2.3,91,15.15,31
5.4,85,15.05,30
7.9,88,13.95,36
7.7,87,14.75,40
6.7,89,15.45,37
7.5,84,15.55,33
7.1,80,13.15,37
7.3,77,13.15,37
7.3,69,13.95,35
8.5,68,18.15,28
4.7,51,20.55,24
4.5,288,21.95,23
6,287,22.05,24
6.5,292,22.65,18
4.6,283,23.45,17
7.2,282,24.65,15
7.4,298,25.45,13
7.7,274,25.85,13
7.3,279,26.05,13
10.4,246,24.15,11
9.4,238,21.95,18
4.2,274,19.15,21
1.9,324,17.75,20
0.8,69,16.05,26
4,107,15.25,27
3.5,98,15.05,23
6.5,96,12.55,24
8.3,88,11.85,22
8,83,11.65,25
6.2,95,13.75,26
5.9,82,10.75,30
6.8,89,10.05,31
7,80,13.05,27
7.8,63,17.55,20
3.8,48,20.65,16
1.5,274,22.55,15
6.8,284,23.45,14
7.3,293,23.55,14
7,288,24.35,14
8.8,278,24.25,14
7.2,280,25.15,13
9.8,279,25.95,10
10.2,260,24.75,11
5.7,278,23.15,14
7.9,253,19.85,23
4.4,250,17.45,26
0.9,267,16.05,29
2.4,90,14.65,30
2.9,89,13.85,32
5.9,90,12.25,33
5.8,95,12.75,32
6.4,97,12.55,33
8.3,85,11.05,35
8.3,90,10.85,34
7.9,90,11.45,32
6.4,91,11.35,30
7,79,12.35,30
7.5,65,15.65,24
2.7,17,18.85,21
2.7,75,21.85,17
6.2,286,21.45,20
7.3,283,21.45,20
7.4,289,22.65,17
6.9,271,23.85,16
7.4,265,24.65,14
7.4,283,25.15,12
10.1,267,24.45,15
9.6,251,22.75,18
7.9,246,21.45,21
6.7,276,18.85,25
4.8,291,16.45,29
1.7,296,14.45,35
2,113,13.95,37
1.7,141,13.95,34
4,103,12.35,29
5.4,96,11.45,36
5.3,105,10.35,37
6.4,90,9.25,37
8.4,83,10.15,38
8.7,79,10.15,39
7.5,79,11.75,37
6.9,67,16.25,29
1.2,344,19.45,24
4.9,276,21.25,20
6,282,20.35,24
7.1,290,20.65,24
7,295,21.95,21
6.8,291,23.05,18
7.1,290,24.45,15
7.4,285,25.05,13
8.1,279,25.15,13
11.4,254,23.05,18
9,259,21.35,19
5.5,281,18.05,30
3.2,268,15.95,36
3.1,181,14.05,41
2,163,15.05,40
1,161,14.75,37
5.1,89,12.25,36
7.9,81,11.85,38
7.8,83,12.05,38
7.6,80,11.65,38
6.8,78,11.95,38
7.3,77,10.55,39
9,79,12.65,35
8.5,66,16.95,27
5.5,50,19.85,23
3.2,291,21.75,20
6.7,284,21.65,24
6.9,289,22.35,24
7.2,289,23.15,22
6.2,303,24.25,19
6.8,280,25.05,16
7.7,294,25.45,14
7.1,289,25.65,13
10.4,239,24.45,15
8.3,236,22.45,14
4.3,268,20.15,16
3.5,301,17.45,27
1,1,16.25,29
2.6,105,15.65,29
3.8,112,15.95,27
4.2,95,13.05,25
5.2,98,12.15,29
5.8,103,12.15,29
5.9,99,11.65,30
7,95,11.05,30
8,96,11.45,30
7.4,80,13.85,27
8.3,64,17.65,21
5.1,51,20.55,18
4.2,296,21.85,18
5.8,278,22.45,19
6.9,296,23.45,19
7.4,287,23.85,20
7.7,290,24.75,18
7.9,280,25.25,16
8.5,284,26.65,14
8.9,278,26.05,12
10.1,245,24.25,9
9.2,250,22.35,9
6,284,20.15,11
3.1,301,16.95,28
0.5,352,15.65,30
2.7,118,16.15,27
3.2,92,14.45,27
5.9,91,13.15,28
6,96,13.65,25
6.3,104,12.75,25
7.1,90,10.65,25
5.7,96,9.75,26
6.8,79,10.05,27
7.3,80,13.55,23
8.3,76,18.05,17
3.7,35,20.45,15
4.3,292,21.35,16
6.5,286,21.55,16
7.3,277,21.95,16
7,282,23.05,16
9.1,280,23.55,12
7.4,283,24.45,9
7.5,285,24.15,10
8.6,282,24.05,12
8,285,22.85,13
7.5,277,20.65,14
3.4,272,18.85,17
2.5,278,16.95,24
1.7,310,15.85,22
2.4,165,14.65,27
4.2,151,15.15,23
3.9,139,15.55,22
5.7,95,12.15,25
6.2,94,12.45,24
4.7,101,10.25,23
5.6,96,9.65,28
8.5,81,9.45,34
8.2,80,12.55,29
6.1,68,16.55,21
4.2,67,18.85,18
6.2,286,19.15,19
7,285,18.65,25
6.3,270,19.95,24
6.6,293,21.15,22
7.8,286,22.05,20
5.6,271,23.35,18
7.2,271,23.95,16
10.3,247,23.35,16
7.9,237,20.95,25
8.7,236,19.25,24
4.7,283,16.95,33
3.1,307,14.55,23
0.7,336,13.35,26
2.5,96,13.05,26
2.8,93,12.95,26
3.4,90,10.85,27
4,87,10.75,30
4.4,86,9.65,37
5.1,101,9.85,39
7.5,87,10.85,39
7.8,93,10.95,40
3.2,35,13.25,36
4.9,60,15.25,33
2.9,335,18.15,26
5.3,285,19.15,24
5.7,280,19.45,22
6,264,21.35,17
6.2,271,22.75,17
6.5,277,23.35,16
7,273,24.55,15
7.1,285,24.85,14
7.4,287,24.85,14
9.7,236,23.25,15
7.6,226,20.95,15
5,252,18.85,13
3.2,319,16.05,18
0.3,335,14.95,20
1,125,14.45,21
3.1,95,14.05,20
5.6,96,12.55,22
4.8,96,11.85,21
5,94,12.55,23
7.8,95,10.85,25
7.4,91,10.45,26
9.4,81,10.55,25
9.5,73,12.15,23
9.4,76,16.45,21
6.8,63,20.15,17
6.3,284,21.35,15
7.3,286,21.85,11
5.9,256,23.75,11
8.2,287,24.35,9
7.6,267,25.95,9
8,271,26.65,9
9.4,261,26.25,8
8,237,24.05,15
8.3,222,22.85,16
7.1,230,20.55,12
4.4,228,18.55,13
0.8,206,16.95,14
1.8,176,16.45,16
1.2,158,15.15,16
3.2,89,14.45,17
6.9,99,13.35,19
4.3,101,12.65,21
7.9,87,12.85,20
9.8,86,11.55,20
8.8,81,12.95,20
8,79,13.65,22
6.9,80,15.25,22
8,74,18.95,19
6.4,62,21.45,16
1.5,29,23.45,14
4.3,286,26.05,12
8.4,282,25.25,15
9,282,26.35,13
7.9,283,27.15,12
8.2,282,27.75,11
8.1,283,28.05,10
11,258,27.05,10
8.9,250,25.65,13
8,253,24.05,15
5.8,278,21.55,16
3.4,300,18.65,24
0.6,332,17.65,25
2.9,107,17.25,26
5.6,105,15.35,26
8.1,86,14.05,24
6.8,91,15.25,22
7.4,93,14.15,25
6.8,88,13.45,24
5.3,90,14.15,25
9.1,87,12.05,27
8,75,14.65,23
8,73,18.95,18
3.9,68,21.95,15
4.8,288,22.85,14
6,286,22.85,13
6,281,23.95,13
7.8,284,25.35,13
6.8,282,26.15,12
8.9,271,26.45,13
6.3,296,27.15,11
9.2,288,27.25,10
9.6,274,26.05,12
8.6,254,23.35,16
6.3,232,20.85,22
4.1,215,19.35,22
3.2,190,18.55,24
3.5,186,17.25,29
3.1,171,16.85,29
5.6,105,16.05,27
5.4,100,15.75,28
5.8,97,16.25,28
5.6,97,15.45,28
7.7,85,12.45,30
7.8,85,12.75,29
8.4,85,13.65,27
7.2,83,17.45,22
4.8,74,21.55,19
6.4,285,24.45,16
6.5,281,22.85,19
6.3,281,23.25,19
7.8,278,23.75,18
6.4,284,24.15,18
7.6,284,24.45,18
6.6,272,24.45,18
7,274,24.75,17
7.6,276,24.55,17
7.4,284,23.35,19
6.5,228,21.05,21
4.8,217,18.65,34
2.4,209,17.45,33
2,193,16.75,32
1.5,172,16.45,32
5.3,100,14.25,34
4.9,99,14.65,37
2.3,73,13.45,37
4.7,83,12.15,40
5.5,85,11.55,41
6.7,99,11.95,39
5.9,101,13.15,37
5.2,67,17.35,29
3.1,19,20.45,23
5,287,20.95,26
5.7,281,20.75,29
6.7,269,21.45,30
8.1,276,23.15,26
7.3,283,23.15,27
7.2,265,23.65,27
7.7,287,23.35,27
7.6,280,23.85,25
8,282,22.15,33
8.5,271,20.35,38
6.5,270,17.05,51
3.8,243,15.55,56
1.3,210,14.45,59
0.9,259,13.95,61
3.8,97,13.15,63
5.2,105,12.45,63
4.5,93,13.05,63
6,100,12.65,62
2.5,64,11.05,62
6.9,91,11.05,64
6.9,84,10.75,65
6.7,93,12.05,65
4.3,57,15.45,52
3.6,281,16.45,51
4.7,285,18.05,46
6.4,289,19.25,37
7.3,286,20.05,32
6.8,295,21.15,30
7.6,282,22.35,29
7,287,23.25,26
6.6,290,23.35,26
7.3,283,23.35,28
9.3,292,22.45,34
8.9,271,19.15,34
6,255,17.35,38
3.8,236,16.05,45
3.2,180,14.95,46
2.1,219,14.85,46
1.7,76,14.15,48
5.5,108,12.75,51
5.1,96,13.05,55
4.4,92,12.05,55
3.3,83,11.15,58
6.8,82,12.25,57
5.7,87,13.15,55
3.4,78,14.05,54
3,22,16.75,43
3.5,304,18.45,39
5.4,288,19.05,38
6.1,280,19.45,36
6.4,292,20.75,33
6.1,280,21.65,31
7.3,283,22.75,27
7.1,274,23.25,25
6.9,288,23.45,24
8.6,286,22.85,25
8.8,273,22.45,25
9.3,275,20.75,27
5.6,246,18.45,32
3.7,214,16.65,33
3,253,16.05,34
3.5,254,14.95,36
2.4,179,13.35,43
2.8,145,13.95,44
4.9,118,12.85,44
5.6,108,12.75,42
3.2,93,12.35,43
7.2,92,11.05,51
7.6,84,11.95,48
7.6,88,13.55,44
7.1,68,16.35,38
6.7,73,18.65,32
2.2,349,21.35,27
7.7,291,20.95,28
7.3,292,21.75,27
7.9,284,22.95,24
6.6,286,23.95,22
6.4,294,25.05,21
8.7,290,25.25,20
9.2,236,25.35,22
6.6,240,24.05,24
8.2,253,22.15,29
5.8,273,19.95,33
2.9,302,17.95,37
1.9,295,16.35,41
1.5,166,15.25,45
0.8,206,15.65,45
0.7,19,14.25,47
2.1,107,14.15,49
0,130,13.45,50
3.2,96,12.35,50
6.1,114,12.85,52
1.6,48,13.45,49
7.6,111,12.75,50
5,70,17.45,39
1.6,25,21.25,31
6,286,21.45,31
7.3,288,22.05,32
7.4,293,22.85,29
7.8,281,24.25,26
7.5,290,24.05,26
7.2,284,25.45,24
7.2,294,25.55,23
10.7,286,26.15,22
11.4,277,25.15,25
7.9,256,22.15,30
7.5,268,20.15,35
5.5,249,18.55,39
3.7,233,17.15,44
2,187,16.15,46
1.6,177,16.15,47
1.8,160,16.05,48
1.6,143,16.05,49
1.8,86,13.45,49
5.1,103,13.75,50
6,94,13.05,50
5.3,79,14.35,51
4.7,54,14.85,50
6,57,17.85,42
3.1,79,20.25,35
1.8,327,23.25,30
5.2,287,23.55,29
7.2,284,22.85,31
6.4,290,24.05,28
6.9,284,23.55,29
6.6,279,23.45,28
6.5,287,23.95,27
5.3,276,24.05,26
5.7,261,23.65,26
7.6,261,22.75,28
4.7,270,21.35,28
4.6,257,20.15,32
2.2,257,19.55,33
1.7,283,18.35,33
1.6,189,17.05,35
2.3,109,16.25,41
3.7,99,15.15,41
4.4,100,14.55,42
4,116,15.25,44
4.6,95,12.75,48
5.6,95,13.15,48
6.5,91,14.75,43
5.6,65,17.75,37
1.3,270,21.35,32
5.2,285,21.15,32
6.4,286,21.95,28
6.1,293,23.25,26
6.5,299,24.25,24
6.4,290,25.35,22
8.5,280,25.55,22
9.5,282,26.25,19
9.7,237,26.25,15
10.1,246,24.35,15
7.4,241,22.45,17
4.6,260,20.85,19
2.3,283,19.35,19
1.4,318,17.95,21
0.4,264,16.65,22
0.9,162,16.55,22
3.8,112,14.85,23
5.8,101,13.95,23
8.4,89,14.75,21
7.2,80,14.05,24
7.5,81,15.25,23
7.7,83,13.85,25
7.2,80,15.25,25
8.2,72,19.15,21
6.3,69,21.95,18
5,284,19.65,20
6.9,293,20.65,19
7.3,289,21.35,22
7.9,280,22.25,20
6.8,281,22.95,18
8.4,285,24.15,17
6.5,282,24.05,18
8.4,277,24.45,19
9.4,267,23.35,21
7.5,258,21.75,23
6.1,247,19.05,29
5.1,247,17.05,36
3.1,250,15.55,36
1.1,238,13.95,45
1.3,165,13.45,49
3.9,98,11.65,46
5.8,101,12.75,48
4.2,81,12.65,42
1.7,42,11.15,46
3.2,92,11.55,44
3.4,85,10.75,45
3.3,87,11.55,43
2.7,352,15.65,33
3,279,16.15,36
4.9,283,16.75,42
6.6,282,17.55,44
6.8,283,18.95,40
7.6,283,19.75,34
6.9,294,20.85,30
7.9,277,21.65,26
7.3,286,22.05,24
6.3,287,22.45,25
8.4,286,22.15,25
6.8,288,20.95,26
6,266,18.75,33
3.3,256,17.45,35
1.9,203,15.65,39
2.8,264,14.65,44
1.4,158,14.25,46
3.6,114,12.75,46
5.1,104,12.85,49
4.3,99,12.55,49
5.9,97,10.95,51
5.9,90,11.15,51
1.6,73,10.25,53
5.2,83,11.95,50
4.5,69,15.65,40
1.6,14,19.25,34
6.5,283,18.05,37
5.4,289,18.65,38
6.4,284,19.85,36
5.5,277,20.65,37
7.9,264,21.85,35
7.6,279,23.25,32
6.5,280,23.95,29
7.3,281,24.65,26
8.9,272,23.95,32
7.7,244,21.45,34
3.9,302,19.65,41
2.5,291,16.65,54
0.9,223,15.55,57
0.6,258,14.45,59
2.1,170,13.95,63
2.4,183,13.75,64
2.4,154,14.05,64
0.3,266,11.95,64
2.6,123,11.65,66
4,106,10.85,67
5,95,10.65,66
5.1,92,11.65,68
5.7,75,15.85,61
2,74,17.75,51
1.7,218,19.95,44
3.7,277,20.15,43
5.8,283,20.95,40
7,281,22.85,36
5.3,259,23.45,32
5.8,281,24.35,29
5,305,24.65,28
6.8,292,25.45,27
9,248,24.75,31
7.8,262,22.45,39
5.2,279,19.55,43
3.6,281,17.95,46
2.4,309,16.15,51
1,221,15.25,55
0.6,140,14.65,59
1.5,82,13.95,62
2.8,97,13.25,64
4.1,93,12.35,65
4.7,93,12.15,65
5.8,92,11.65,65
6.7,86,11.25,65
5.3,83,12.15,65
3,36,15.55,56
3.8,280,17.95,46
3.5,277,19.05,45
5.3,283,19.85,42
6,291,20.95,40
6.5,296,22.25,36
6.9,281,23.45,34
8.4,289,24.75,30
8.1,277,25.35,29
7.5,284,25.65,27
11.4,272,25.45,30
7.6,238,23.75,32
5.4,284,21.25,40
5.3,290,18.95,46
2.8,286,17.15,50
2.3,99,16.05,52
3.5,94,15.55,51
4.1,104,15.25,54
2.3,41,13.55,56
2.2,88,12.45,58
3.1,93,11.45,60
4.1,93,10.85,62
4.7,94,12.15,62
6.3,86,11.15,63
3.5,56,15.95,50
4.3,285,17.95,42
5.1,284,17.95,41
5.6,296,19.55,39
6.4,282,21.25,34
6.9,273,22.55,31
8,287,23.55,28
6.9,271,24.45,27
6.5,279,25.75,24
8.9,274,25.95,25
9.2,239,23.95,33
9.4,251,22.05,38
5.3,281,19.25,48
5.3,272,17.65,53
2.8,275,16.65,41
2.5,169,14.95,48
2,162,15.95,41
3.3,162,15.95,40
6,94,13.45,47
7.7,83,13.25,51
7.3,82,12.15,59
6.5,75,13.15,56
2.7,41,12.65,56
3.7,58,14.75,47
7.2,72,17.25,41
4.7,60,19.85,39
4.7,295,21.85,33
5.7,285,21.95,32
6.5,288,23.05,31
7.4,287,24.55,29
8.5,280,25.25,28
7.3,288,25.75,26
7.8,291,26.05,25
10.6,250,26.15,24
10.3,254,24.55,29
8,244,22.45,33
5.2,268,20.45,36
4.2,302,18.25,46
2.1,295,16.65,54
1.2,231,15.95,57
3.1,154,15.75,57
2,143,16.45,53
6.2,91,13.35,60
5.3,79,13.55,58
4.3,82,12.55,60
3.5,62,12.55,62
6.2,100,11.95,63
5.1,90,13.25,59
5.1,59,16.65,47
1.9,3,19.75,40
3.8,273,19.95,40
5.4,278,20.65,39
5.3,275,21.75,37
6.4,287,23.05,35
7.1,276,24.25,32
7.3,277,24.95,30
7.3,260,25.65,29
8.6,269,25.65,30
9.2,280,25.05,32
7.8,256,22.45,37
6.8,242,20.35,42
4.7,252,19.35,46
2.8,239,18.15,50
1.1,251,17.25,52
2,287,15.95,53
2.5,119,14.45,59
3.9,99,13.75,59
2.4,87,14.65,58
1.8,67,12.65,62
1,76,12.25,64
1.9,82,12.25,66
4,86,14.45,65
7.2,61,17.65,52
4.1,10,19.55,45
5.3,284,19.35,47
5.1,285,20.25,46
6.5,282,21.25,46
6.3,272,22.95,41
7.9,274,24.05,38
7.6,284,24.45,36
9,281,25.25,34
8,288,24.55,35
10.2,286,23.95,38
8.6,284,21.55,45
5.5,244,19.55,47
4.2,276,17.95,53
1,300,16.95,56
0.4,214,15.95,59
0.9,313,14.85,62
1.8,84,13.95,64
2.2,109,14.65,64
3.3,91,13.85,66
5.2,84,13.05,66
3,84,13.85,67
2,74,12.55,67
1.7,195,13.95,66
1.1,84,16.25,66
3.6,293,17.95,57
4.6,292,18.85,54
4.6,274,19.55,55
6.6,288,21.05,52
6.7,286,22.05,45
6.1,290,22.75,43
8.6,278,23.15,42
7.5,270,23.05,40
9.2,282,22.25,44
8.9,287,21.75,45
6.2,261,20.25,49
6,282,19.05,52
6.4,282,18.35,53
4.8,285,16.65,59
3.1,274,15.85,62
1.9,226,15.15,63
1,209,14.95,65
2.4,104,15.15,65
0.9,101,15.25,64
6.9,76,16.15,65
4.6,64,15.65,66
1,302,13.05,67
2,239,12.95,68
3.1,268,14.15,69
2.5,289,15.45,69
3.1,284,17.45,68
5.5,284,18.45,62
6.2,292,19.85,54
7.6,292,21.25,45
8.8,290,22.25,39
7,275,23.15,36
7.1,295,23.65,35
5.8,287,23.75,36
6.3,257,23.35,39
6.3,221,21.85,43
6.6,227,19.65,51
4.7,287,18.35,57
3,321,16.85,61
1.2,278,15.95,65
1.6,146,15.95,66
2.6,140,16.35,67
4.3,92,14.45,67
6.2,82,14.65,67
7.8,82,15.65,67
3.7,63,15.55,66
4.4,66,14.15,67
2.7,83,14.75,67
1.5,359,18.35,64
3.7,304,18.05,58
4.1,297,19.45,52
6.7,285,21.05,46
7.2,290,22.05,42
7,286,22.75,41
6.3,289,23.65,37
7.8,282,25.35,33
7,294,25.85,31
9.7,260,26.05,28
9.7,245,24.85,28
9.5,250,22.25,36
6.8,239,20.35,33
2.7,295,18.25,38
1.5,4,17.05,38
1.7,152,16.35,37
1.7,174,16.55,36
2.6,115,16.35,36
5,89,14.25,40
9.1,85,13.65,44
9.3,87,15.45,44
7.7,89,16.35,44
7.6,85,15.85,46
8.1,74,14.75,51
