"viento","direccion","temperatura","humedad"
2.7,175,25.15,4
4.7,232,26.05,5
7.7,222,24.55,7
8.4,224,21.95,9
5.9,216,20.35,13
3.8,225,19.35,12
1.5,273,16.95,14
1.8,355,17.45,16
7.1,15,15.55,16
6.4,354,16.35,15
7.3,359,16.85,12
7.4,9,15.45,11
6.7,15,16.35,11
8.7,10,14.15,12
5.7,21,20.15,9
8.3,14,15.35,11
9.8,17,14.05,12
7.7,11,16.05,11
5.7,21,16.35,10
4.9,16,19.65,9
5.1,11,18.55,9
2.6,7,22.05,7
0.9,137,24.65,6
2.4,202,25.55,5
3.4,209,25.55,4
5,222,26.25,3
6.9,234,25.65,5
7.7,222,24.65,4
5.5,215,23.45,6
4.6,231,20.95,8
1.1,279,18.15,11
1.1,2,17.75,13
2.6,4,18.25,14
5.4,357,17.45,15
6.6,2,16.85,12
5.5,7,18.05,11
6.1,9,18.35,8
5.7,14,18.45,6
4.5,8,19.15,5
4.5,8,19.05,5
3.5,3,19.35,3
2.7,350,19.75,4
3.1,339,19.35,3
7.6,20,16.55,4
4.6,359,19.55,3
2.9,333,22.55,2
2.5,166,25.25,1
4.2,201,25.85,1
6.8,209,25.95,1
7.4,209,27.05,1
7.9,219,25.45,6
7.3,218,24.65,7
7.1,235,23.65,7
4.6,249,22.25,9
2.4,266,18.75,11
1.9,290,18.25,11
2.6,1,18.25,11
0.1,60,17.95,12
1,8,17.65,12
2.1,354,18.35,13
2.7,340,18.55,10
3.8,356,18.25,9
1.5,324,18.35,8
1.3,340,18.15,8
1.9,313,17.35,8
1.2,303,16.95,8
1,51,16.85,8
0,91,18.25,7
0,72,20.25,6
0.3,222,21.65,6
2.2,151,23.05,5
2.5,199,25.05,5
5.1,193,25.95,4
8.9,216,25.05,6
9.5,220,24.55,7
8.5,207,22.25,11
6.3,217,21.15,14
4.2,228,20.25,16
1,300,18.25,17
1.8,248,16.95,19
1.7,348,17.35,20
1.1,32,17.75,16
4.1,10,16.45,18
2.5,349,17.45,17
6.3,13,15.05,17
5.8,5,15.95,16
5.3,1,15.85,15
1.2,26,16.05,15
1.5,28,16.35,15
5,14,15.55,12
4.4,9,15.35,12
1.3,45,16.45,10
2.7,336,16.95,11
1.4,213,19.15,10
3,195,19.85,7
3.5,190,21.05,7
3.7,209,22.35,6
5.7,210,23.55,5
7.2,204,23.25,6
6.8,210,23.05,6
7.1,212,22.25,7
5.3,203,20.85,12
1.1,245,17.95,17
1.4,14,17.35,19
1.7,340,17.55,18
1.2,9,16.45,19
6.7,12,15.45,14
9.5,14,12.35,13
11.3,14,14.45,12
11.9,12,12.85,13
11.6,20,12.95,14
7.9,333,9.25,18
10.5,2,9.85,18
8.5,9,9.35,19
12.7,12,11.15,18
12.1,15,10.25,18
9.6,13,15.15,15
11.4,13,18.85,11
8.7,8,20.35,11
6.2,356,21.65,9
3,32,22.85,9
5.5,229,22.45,10
7.2,225,21.25,10
7.9,217,19.95,10
7.1,212,18.25,12
5.2,231,15.35,16
1,249,12.85,20
1.2,283,12.05,20
1.8,54,11.65,21
5.7,13,11.55,21
4.2,343,11.25,22
6.8,3,12.75,20
8.8,17,12.35,18
5.8,14,13.05,17
3.1,13,12.25,18
5,23,12.25,17
5.8,21,10.65,19
5.5,14,12.25,19
7.1,14,12.45,19
9.3,18,11.55,20
7.6,14,12.95,19
5.5,358,16.95,18
2.5,340,18.85,13
2.1,268,20.25,12
5.9,229,19.95,12
7.7,227,19.05,14
5.9,209,19.05,14
5.6,222,18.75,15
6.5,225,17.25,20
4.5,231,15.25,26
0.8,261,13.45,29
0.9,83,12.55,32
2,13,12.95,35
6.7,14,11.55,33
3.1,1,12.35,32
3.3,30,12.85,29
3.3,30,13.05,27
3.8,34,12.75,27
7.3,13,11.15,23
7.4,2,9.25,25
7.5,6,12.05,21
8.1,15,11.05,18
7.9,11,11.75,17
6.8,12,12.15,17
5.5,20,14.95,15
1.9,355,18.35,12
1.9,196,20.35,11
2.6,208,20.65,11
2.9,252,21.35,10
4.2,223,21.75,10
5.5,216,21.95,10
7.3,228,21.15,13
6.4,231,19.45,16
4.4,231,17.55,18
1.2,229,15.35,21
0.3,343,14.75,23
3.2,4,14.85,22
4.4,13,14.65,23
7.7,18,12.95,23
6.5,16,13.45,21
7.5,19,12.55,18
9.1,16,12.65,16
9.2,12,12.35,15
10.1,13,12.25,18
10.5,12,11.35,18
10.9,12,12.65,14
11.1,10,10.45,14
11.1,12,12.05,13
8.7,10,15.75,11
7.8,5,20.25,7
8.1,3,21.75,6
6,355,22.85,5
5.3,233,22.45,9
7.6,224,21.65,8
6.9,221,21.15,7
6.1,217,20.15,9
6.3,217,19.15,9
4.2,232,17.25,9
1.1,315,15.25,9
0.6,333,15.45,10
5.3,34,15.75,10
9.6,22,12.65,18
11.3,19,12.55,18
10.1,12,13.35,17
8.7,10,14.25,16
9.6,7,11.65,19
7.5,353,12.95,19
3.4,347,12.85,18
6.7,2,12.05,19
6,351,11.45,19
7.4,8,12.75,16
8.5,12,10.45,18
7.8,7,14.85,15
9,8,19.95,11
8.9,1,21.45,11
9.7,354,22.45,6
9.2,340,23.15,6
4.5,159,23.25,6
7.7,226,20.15,7
7.2,221,19.65,6
4.1,221,19.25,7
4.5,205,17.95,9
1.7,232,14.85,14
0.4,72,14.35,13
4,30,15.05,12
7.1,3,12.65,12
6.7,19,11.45,13
9.4,28,13.55,9
10.1,13,11.35,9
10.8,16,11.75,9
10.2,17,11.05,10
9.7,17,11.85,14
9.2,21,11.95,18
9.7,18,11.35,21
9.9,15,12.55,21
9.5,13,11.05,26
7.5,6,15.05,22
8.5,2,19.85,18
9.6,3,21.45,19
9.5,348,22.05,17
7.3,353,22.65,14
6.7,338,23.05,12
4.3,9,23.45,12
9.5,215,22.45,10
8.3,224,20.25,11
4.9,220,17.55,10
1.7,254,15.05,9
0.7,69,14.85,11
3,341,14.75,13
5.2,12,14.85,13
6.6,18,14.65,14
7.7,14,12.35,25
10.1,13,12.35,27
9.7,17,12.55,27
6,342,9.65,29
9.1,16,12.55,27
6.1,357,11.75,28
5.8,354,12.45,26
4.3,359,14.45,24
5.4,27,15.45,22
4.3,13,15.35,22
3.9,3,19.15,16
6.4,344,21.15,16
7.2,357,22.55,11
3.5,322,23.15,9
6.9,250,22.65,8
7.4,216,22.05,9
8.2,228,21.25,8
6.7,224,20.15,9
4.4,230,18.65,10
2,268,16.15,13
1.1,295,15.65,14
0.7,69,15.75,15
2.2,47,15.55,16
4,25,15.05,16
5.5,10,14.85,16
6.5,19,14.85,17
9.1,8,11.35,20
10.8,10,9.25,22
9.6,5,10.05,20
8,5,12.75,18
7.1,7,12.55,18
6.2,22,13.45,18
6.4,5,13.55,18
6.6,7,14.55,17
7.3,10,20.55,12
8.9,3,22.05,11
6.8,9,22.85,8
3.9,301,24.15,7
7.2,227,23.75,8
10.1,222,22.55,8
8.1,224,20.35,9
5.8,217,19.45,9
3.4,226,18.65,9
0.6,294,16.35,10
0.9,356,16.35,11
4.5,5,16.25,11
4.9,360,16.05,11
5.6,1,15.25,13
7.2,6,15.45,13
9,16,14.95,11
12.1,11,10.65,13
12.9,11,11.15,13
12.6,11,11.95,12
12.7,14,11.95,12
11.9,12,12.75,11
11.8,17,13.35,11
11.3,13,12.75,12
9.1,8,16.55,10
7.3,4,21.65,8
8.9,358,23.05,6
6.9,1,24.15,4
3.9,317,24.95,3
6.9,228,25.15,4
7.7,233,23.75,5
8.5,232,22.65,5
7.2,220,21.25,6
5,216,19.75,5
0,256,17.35,6
0.2,73,17.65,7
1.6,45,18.15,7
6.9,9,14.85,8
7.8,16,16.35,7
9.2,17,12.05,12
10.3,14,13.45,15
8.7,25,12.45,13
10.9,11,12.85,13
9.5,18,13.05,13
8.9,11,14.05,13
8.8,22,14.85,13
10.2,13,13.45,14
9.4,15,14.95,13
8.7,10,18.55,9
12.7,14,20.45,8
11,2,22.05,7
8.9,5,22.15,8
6.3,305,23.15,6
10.1,257,21.15,6
7.1,203,19.05,7
3.8,159,19.75,7
7.1,232,19.15,6
6.3,229,16.55,12
1.9,263,15.65,13
5,40,15.55,12
2.3,233,17.55,27
4.1,75,16.25,23
1.1,229,14.55,21
1.9,347,15.15,13
8.2,15,13.55,17
9.6,12,11.85,25
8.7,16,14.05,23
9.9,11,11.65,25
10.1,12,11.65,25
11.1,15,13.85,18
11.2,14,13.15,18
9.7,14,13.45,15
7.3,16,16.95,12
8.1,5,20.25,11
7.2,1,21.75,12
5.7,333,22.55,11
6.2,346,23.25,11
3.7,7,23.55,11
7.6,230,22.75,10
8.4,221,21.35,9
6.7,225,20.25,11
4.3,231,18.35,10
0.3,212,17.05,11
1.2,35,16.85,12
5.2,18,16.65,11
4.6,60,17.45,14
5.8,359,16.05,15
6.1,351,14.85,17
6.1,23,15.85,16
9.3,19,14.55,17
8,18,14.15,16
7.5,22,15.15,17
7.5,14,15.45,16
8.1,21,14.55,17
7.3,23,17.35,13
6.6,29,17.25,12
5.1,16,17.25,13
4.3,349,21.55,11
5.3,345,24.05,7
4.6,319,25.05,6
4.1,292,25.45,6
7.1,223,24.65,9
7.4,223,24.05,10
8.1,226,23.05,12
6.6,214,22.35,13
5.7,208,21.15,16
2,231,18.25,20
0.4,293,16.85,21
0.3,52,16.85,19
0.9,66,16.85,18
1.9,355,16.85,19
4,339,16.95,19
5.6,349,16.95,19
6.2,360,17.15,18
5.7,2,17.95,16
6,5,16.35,14
6.7,11,16.55,13
6.5,8,17.45,12
7.3,4,16.25,13
6,6,17.25,12
6.4,8,18.65,11
3.5,343,22.75,8
1.9,215,25.05,6
1.5,252,26.15,5
3.9,204,26.75,5
4.5,196,27.45,4
9,217,27.25,6
9.7,231,25.75,7
8.3,236,24.55,8
6.3,239,22.65,10
3.2,260,19.75,11
1.5,247,19.35,12
2.6,341,19.25,12
2.4,32,19.55,12
4.5,31,19.65,10
2.6,75,20.15,8
2.6,100,20.65,8
3.2,59,20.85,8
9.1,9,18.35,8
9.9,10,16.85,9
9.4,12,16.15,9
10.4,13,16.95,8
10.8,30,17.75,8
8.7,6,15.15,10
0.8,144,22.45,6
1.6,229,24.95,5
2.2,201,26.55,4
3.1,202,27.85,3
4.8,186,29.05,2
10,236,27.45,5
9.6,213,26.25,5
7.5,211,25.05,5
6.7,210,23.75,7
4.9,204,21.75,7
1.3,112,19.45,8
1.2,91,19.25,8
3.7,81,20.15,8
7.7,8,15.25,10
6.2,6,18.15,9
7.8,8,17.05,10
9.3,17,16.45,10
7.9,15,16.45,10
10.4,9,14.55,11
11.4,15,15.65,12
11.7,13,13.35,15
12,11,13.95,14
12.3,13,13.55,14
11.5,12,14.05,13
8.5,10,17.75,11
6.8,6,22.45,7
3.4,351,24.15,6
3.3,250,25.05,5
7.8,230,24.15,7
7.6,217,23.85,6
8.6,208,23.15,6
7,216,22.25,6
6.2,214,21.35,7
4.2,224,20.15,8
1.3,295,16.95,12
0.4,84,16.95,12
3.8,38,17.45,11
7,13,16.25,11
7.9,9,13.15,15
10.7,8,12.45,13
9.8,19,14.45,12
11.3,17,14.15,14
8.6,3,14.25,14
8.3,7,15.25,13
9.7,16,15.05,11
10.7,20,16.75,10
11.5,26,15.35,10
10.7,31,15.55,9
7.9,27,20.35,7
10.5,18,23.65,4
8.7,14,25.15,5
7.1,12,25.95,4
6,282,26.35,4
10.7,235,22.75,7
9.6,227,21.45,7
7.3,214,20.45,7
4.2,215,20.35,7
3.9,220,19.55,8
1.6,298,17.15,9
1.6,31,17.45,9
4.6,356,16.25,9
5.8,358,15.55,10
10.8,12,13.45,16
11.7,17,15.35,15
9.9,18,18.15,12
3.7,350,16.75,12
1,328,16.95,12
2.1,15,15.25,14
6.1,23,13.05,13
7.3,19,15.35,12
11.8,13,13.25,13
10.5,6,12.85,15
8.8,12,18.15,12
3.9,14,22.45,8
3.8,209,21.75,8
4.2,219,23.35,7
8.5,226,24.35,7
6.4,225,23.65,8
7.6,227,23.35,8
8.4,228,21.75,9
7.2,210,19.85,11
5.6,203,18.25,11
1.7,223,15.85,12
1,349,14.65,14
2.5,337,15.25,13
4.6,6,14.25,14
6.1,13,14.35,14
6.1,5,14.85,14
8.7,21,15.25,17
11.2,14,12.35,18
10.7,24,13.05,17
8.4,344,11.45,19
7.9,352,11.95,18
12,12,10.45,19
11.7,15,11.25,18
12.2,11,11.85,18
9.3,15,16.65,13
10.2,15,19.75,12
11.1,1,21.35,8
10.7,353,22.05,8
10.9,357,22.35,7
9.9,355,22.55,7
8.1,2,22.85,7
3.9,221,19.45,16
8.7,206,19.35,15
3.9,192,15.85,17
0.6,65,13.55,18
1,224,14.55,16
8.2,18,13.45,19
7.9,27,11.45,22
9.1,15,11.95,21
7.9,360,8.75,25
9.7,18,9.25,26
10.3,5,9.35,25
10.8,19,7.85,26
11.6,27,11.05,22
11.1,28,10.75,24
10.4,25,10.05,27
11.2,25,10.35,26
10.2,14,10.55,25
11.4,7,16.25,18
11.7,4,17.65,17
10.7,4,18.95,13
10.9,350,19.95,11
7.9,343,20.85,9
6.6,13,21.85,8
8.6,181,18.05,16
6.9,155,20.65,11
7.8,151,18.35,12
2.6,208,15.75,21
1,110,13.95,23
2.9,34,13.05,24
6,335,11.75,17
9.5,24,11.75,19
10.1,30,11.45,15
8.6,27,10.15,14
5,328,9.55,15
6.5,346,9.45,16
9.6,1,9.95,19
10,6,10.35,18
10.4,17,9.05,20
10.2,14,8.25,19
11.3,20,9.65,14
10.2,10,8.25,16
11.9,11,15.05,12
11.3,9,17.35,9
11.3,4,19.05,4
8.8,2,20.15,4
4.5,247,20.35,6
6.9,223,19.75,8
5.5,201,20.65,6
9.7,210,19.85,7
7,196,18.55,8
5.7,178,16.05,11
1.4,189,12.45,14
1.2,327,11.15,13
5.8,10,11.35,13
5.9,4,12.15,12
8.8,23,9.25,12
10.6,22,11.05,11
10.3,14,11.25,9
10.9,18,11.05,10
11.1,12,10.55,9
9.9,16,10.85,9
10.7,16,9.05,9
9.2,14,11.05,7
9.4,13,10.75,6
9.6,19,11.15,5
6.1,17,14.95,4
7.5,7,19.15,2
5,4,20.15,3
4.4,330,21.15,2
3.4,284,22.25,2
6.2,233,22.65,3
8.7,221,21.35,3
8.3,236,20.55,4
7.8,224,18.75,5
4.3,224,16.35,7
1.2,139,13.95,7
0.5,358,13.25,6
1.7,13,13.55,5
3.1,24,13.35,6
5.7,19,11.45,7
10,14,12.95,8
10.6,12,9.15,11
11.6,12,9.35,11
12.4,14,10.85,9
12.2,14,10.55,9
12.3,16,9.25,11
10.9,22,10.35,10
11.6,34,10.35,10
9.2,21,11.75,9
11.2,11,17.35,5
12.9,15,18.75,5
12,10,19.75,5
11,355,20.25,4
8.2,9,20.95,3
8.5,350,21.35,3
8.6,1,21.65,3
9.2,26,21.75,2
6.5,215,17.75,6
4.2,209,16.45,7
2.3,85,14.25,7
9.5,36,14.85,4
12.8,15,13.05,7
12.2,26,14.05,6
11.6,24,13.75,6
11.7,25,13.65,5
11,9,11.15,7
10.1,6,10.95,8
10.2,9,10.65,8
9.7,13,10.25,8
7,351,8.65,9
8.6,9,10.25,9
8.4,8,9.05,9
8.1,12,10.85,8
7.1,5,14.25,7
6.6,2,16.55,7
6.7,354,17.95,7
5.9,321,19.45,7
6.8,347,20.15,7
7.4,349,20.75,7
8.1,314,21.15,7
8.3,332,20.95,7
7.5,355,20.85,7
8,19,19.65,8
5.1,91,16.85,9
1.8,92,13.75,9
2.8,69,13.75,10
8.7,11,11.25,14
9.3,22,9.65,13
9.8,22,8.65,13
10.6,9,8.65,12
8.5,12,9.05,11
10.3,5,9.85,11
10.2,4,9.65,12
9.2,2,10.55,11
7.9,14,10.85,11
9.5,29,9.05,13
8.6,8,10.65,12
10.4,4,16.45,9
12.3,1,18.65,8
11.9,354,20.15,8
11.1,356,21.25,8
10.5,352,21.75,7
8.8,351,22.25,5
10.4,2,22.55,6
10.4,359,22.55,5
10.7,13,21.65,6
10.1,2,20.35,9
6.4,14,16.95,13
6.1,14,16.25,16
7.1,18,14.85,17
8.2,18,13.45,18
9.4,20,13.05,18
9.6,22,10.75,20
11.2,29,12.55,16
10.5,20,12.25,18
11.4,16,12.25,21
11.9,16,11.05,22
11.4,19,10.95,22
11.3,22,11.85,20
10.7,21,11.45,22
9.7,6,12.25,21
11.7,29,18.05,14
13,17,19.85,13
13.2,5,20.95,12
11.9,360,21.85,9
9.5,2,23.05,9
8.6,352,23.35,6
8.9,213,22.35,10
8.4,223,20.85,12
5.4,203,19.25,14
2.7,200,18.85,14
0.7,84,16.65,15
2,59,14.75,17
4,37,15.75,16
1.8,14,13.85,19
8.1,15,12.95,21
8.4,15,11.65,24
8.4,4,12.65,24
8.3,7,9.15,29
9.2,3,9.45,28
9.8,11,8.35,30
9.7,9,6.45,33
6.4,6,7.05,33
9,11,7.75,34
10.9,18,9.45,30
14.5,10,15.95,21
13.4,16,18.05,16
12.5,6,19.75,12
9.6,358,20.55,10
7,358,21.45,8
6.1,11,22.65,6
5.8,355,23.35,6
2.2,93,22.75,7
8.2,209,19.95,13
5.4,196,18.45,14
3.3,175,16.25,15
2.9,102,15.25,18
3.5,96,15.15,17
3.9,17,15.35,17
5.8,5,13.35,18
8.5,13,12.15,20
9.3,4,10.25,23
10.4,16,10.65,23
9.8,24,11.05,24
10.5,9,9.35,27
12.6,28,12.05,24
9.4,15,9.95,27
10,16,9.65,28
9.8,10,11.35,26
10.6,4,17.55,19
12.7,1,19.85,19
13.2,6,21.05,16
10.8,357,22.45,15
10.6,360,23.15,11
8.6,348,23.65,11
6.9,335,24.55,9
5.6,338,24.95,7
8.5,201,19.85,14
3.6,196,18.95,15
4.5,237,16.25,17
1.2,288,14.55,20
4.8,19,15.15,19
6.2,1,13.35,19
10.2,11,12.55,15
10,26,12.25,15
10.3,25,13.35,17
12,13,11.35,21
12.4,10,11.35,23
11.1,9,9.55,25
7,357,10.95,22
3.9,359,13.75,19
10,31,11.05,22
10.1,13,11.55,22
9,3,17.55,18
11.5,7,20.05,12
11.2,4,22.25,7
11.9,359,23.25,4
9.7,7,23.95,5
5,351,24.55,6
9.2,203,22.45,7
10.4,225,20.35,10
7.3,214,17.45,12
4,192,15.85,12
2.8,244,14.85,12
0.4,340,14.35,14
3.7,54,14.65,15
6.9,16,13.05,14
7.2,2,14.25,15
9.9,7,12.95,12
10.8,11,13.15,13
10.6,14,13.05,13
11.1,28,13.45,11
11.2,20,13.25,11
10.7,22,13.95,11
10.2,22,11.35,14
11,31,12.55,15
9,15,13.35,14
9.2,9,20.15,11
11,4,22.15,10
11.1,8,23.15,10
8.6,4,24.15,8
9,5,25.25,7
4.5,18,25.75,6
8.7,210,22.55,11
7.1,217,20.75,13
6.1,203,19.65,13
6.2,221,17.35,16
1.1,238,15.35,19
0.8,316,14.45,20
0.7,338,13.85,21
2.5,70,14.35,19
5.4,16,12.55,20
4.8,352,13.45,20
8.2,7,13.75,19
9.2,8,11.65,18
9,20,13.45,17
11.3,17,10.85,20
10.8,19,10.55,20
12.4,14,10.45,20
11.5,9,8.15,20
10.8,10,11.55,17
9.8,7,17.45,13
11,1,20.05,10
11.9,7,21.85,9
11.2,358,23.15,8
9.2,360,24.25,6
8.3,341,24.75,3
7,205,21.25,10
5.8,221,19.35,14
4.8,203,18.25,13
3.1,210,16.75,14
1.3,256,12.95,19
1,52,12.55,19
1,352,12.45,21
9.3,14,12.55,24
10.7,26,11.65,23
10.9,26,12.35,20
10.5,29,11.45,20
10.1,36,10.85,21
8.9,24,9.95,22
9.3,351,8.65,25
6.9,351,11.45,19
8.6,4,9.05,23
8.6,3,8.25,25
11.5,21,12.65,23
12.5,11,15.25,20
12.8,8,17.85,13
11.6,9,18.95,11
9.3,359,20.65,10
9.4,5,21.35,10
9.5,14,22.05,9
10.8,10,22.15,9
9.3,10,21.85,9
3.1,178,18.45,14
5,185,16.85,16
1.4,226,14.85,19
1.5,110,12.95,22
2.5,33,13.35,21
7.6,2,10.65,22
8.8,7,8.45,25
10.8,6,8.75,27
11.6,14,10.45,25
11.4,2,11.95,24
10.3,6,12.25,24
8.1,358,10.15,27
7.6,12,10.15,26
7.4,27,11.05,24
7.7,6,8.25,26
8.1,9,9.15,26
8.6,4,16.15,17
9.7,359,17.85,14
11.6,343,19.65,11
8,10,20.65,9
5.9,335,22.15,6
6.7,314,22.85,5
8.9,243,20.75,14
7.8,220,16.55,16
6.5,184,17.25,7
5,202,16.35,8
3.1,226,13.45,20
0.8,24,12.45,26
4.3,348,11.85,24
5.9,7,11.45,20
8.6,15,10.15,17
10.9,7,8.15,17
11.8,11,8.25,17
12.8,13,9.15,18
11.4,24,12.95,13
12.1,12,10.65,14
12.1,14,10.15,14
12,15,10.35,15
11.7,9,10.65,16
11,11,11.25,16
8.3,3,18.15,12
9.1,359,21.05,11
8,356,22.05,9
4.5,349,23.05,6
4.1,313,24.45,5
2.3,195,24.75,4
11,221,21.95,5
9.4,216,21.85,5
7.2,212,20.65,8
6,197,19.25,9
1.8,232,17.15,12
1.3,158,16.35,13
3.4,87,16.05,12
1.6,10,16.55,10
4.7,349,15.65,12
7.5,7,13.95,12
8.6,8,12.35,13
7.1,20,13.15,13
5,16,18.15,9
4.3,44,19.25,8
5.4,23,18.35,8
7.7,10,16.05,7
7.3,17,14.05,6
7.3,16,16.25,5
6.1,1,19.25,5
3.3,350,23.75,5
4.2,206,24.95,4
3,244,26.25,3
5.3,208,26.55,3
8.3,235,25.85,4
8.1,223,24.85,4
7.5,214,24.45,4
7,223,22.85,4
5.1,220,21.45,7
1.9,290,18.75,7
0,18,18.75,8
2.5,335,18.05,13
4.1,360,17.95,11
5.3,1,17.95,10
5.9,9,17.75,11
6.8,6,17.05,10
6.1,11,16.55,11
3.5,8,18.25,9
5.5,8,16.95,8
7.1,9,15.45,9
7.7,14,14.75,9
7.7,5,16.25,8
4.7,15,17.85,8
3.4,12,20.55,6
3.5,11,23.95,4
4.4,201,24.55,4
5.4,221,25.65,3
7.4,228,26.35,3
9.5,229,25.35,4
8.6,227,24.05,4
6.7,225,23.35,5
6.2,220,22.05,6
4.5,227,20.85,8
1.6,285,18.15,9
0.2,354,18.15,11
5.3,11,17.35,10
4.8,17,17.95,10
7.1,9,15.85,11
7.8,14,15.55,10
8.2,18,15.75,9
9.7,16,15.25,9
2.9,325,14.25,9
2,314,11.95,11
0.7,24,13.05,13
6.8,8,13.05,9
8.5,17,12.15,9
6.4,6,13.35,9
2.3,326,17.45,7
2.9,199,19.15,8
3.4,212,20.75,7
4.4,202,22.75,6
7.1,235,22.85,7
8,220,22.75,8
9.9,222,21.25,10
7.5,216,19.25,8
6.3,220,18.05,16
4,228,16.95,20
2.6,233,14.95,19
0.4,224,12.35,32
5,13,13.25,28
7,357,11.75,23
8,11,13.15,24
10.6,12,12.55,20
10.6,15,12.65,20
7.1,339,11.15,22
6.3,358,13.55,17
8.8,17,13.45,13
10.3,20,13.55,10
8.7,19,11.65,8
9,18,15.25,6
8.4,6,12.95,9
5.9,11,17.85,5
3.9,1,21.45,2
2.8,263,22.85,2
6.5,203,22.25,2
4.3,240,23.15,2
8.8,224,22.75,5
8.6,228,22.05,5
7.1,221,20.15,5
6.4,222,18.55,8
4.2,224,17.45,9
0.8,331,15.15,10
0.9,15,14.95,14
3.6,10,14.45,21
5.9,17,14.95,15
5.7,8,14.75,14
10.3,14,12.15,12
10.7,11,10.55,12
10.6,11,11.05,11
9,360,10.05,13
6,6,12.45,8
5.5,32,11.95,7
6.8,1,10.45,8
6.1,352,9.55,8
7.3,6,10.95,8
3.3,13,16.65,4
7.1,3,20.45,3
11.9,358,22.85,3
9.6,1,23.55,2
8.4,348,24.45,1
9.3,231,20.55,6
6.5,225,19.75,6
6.1,233,19.65,5
4.5,226,18.95,6
1.6,212,18.65,6
0,221,16.75,6
5.6,52,15.75,8
10.1,11,11.45,22
10.4,14,12.15,14
11.6,8,9.15,16
12.4,18,10.55,15
12.1,19,11.95,12
14.9,29,14.25,7
13.5,22,14.65,8
10.4,13,11.85,8
11,12,11.05,10
10.8,7,10.75,10
11.1,14,10.25,10
11.9,15,17.25,8
12.7,15,18.75,5
13.7,19,20.15,5
13.8,20,20.55,8
14.9,13,21.45,14
14.8,9,22.25,11
15.4,5,22.05,9
12.9,4,21.85,12
12.3,359,21.55,13
14.2,359,20.85,12
15.7,14,17.75,12
14.5,16,14.15,22
14.8,9,12.35,32
15.8,18,11.55,38
16.8,12,11.05,34
13,7,9.65,40
16.4,18,10.45,36
16.9,24,10.75,40
16,21,11.35,24
16.6,16,11.65,33
16.9,8,10.95,57
14.5,9,9.65,64
14,5,8.65,70
16.7,10,9.25,73
13.4,355,9.95,71
16.3,353,11.45,65
17.9,358,12.05,62
19.6,7,13.55,50
16.9,14,14.75,43
16.5,11,16.15,26
14.6,9,16.95,25
16.1,5,17.25,22
15.2,360,16.95,19
12.5,7,16.95,14
11.8,359,15.45,21
3.3,316,13.25,23
6.1,14,10.45,42
9,5,8.75,43
11,360,7.95,56
11.3,11,10.95,35
15,4,9.55,38
13.7,8,9.05,42
16,12,10.15,42
15.1,15,10.45,43
13.8,23,8.65,51
13.1,30,11.55,50
12.5,29,11.45,52
12.4,29,11.55,41
13.9,22,14.75,44
14.8,20,16.95,37
17.6,18,18.95,24
18.3,18,20.35,16
17.9,15,21.25,13
15.2,5,22.25,11
13.9,2,22.85,8
11.5,355,22.95,8
10.7,7,22.95,7
13,7,22.15,8
11.2,6,20.85,11
9.1,17,17.95,14
10.9,17,15.95,14
10.5,20,13.95,15
9.9,15,13.55,18
10.6,20,13.95,20
10.7,25,13.25,21
10.1,4,12.15,21
10.8,12,13.05,25
11.5,25,16.15,20
10.4,14,14.55,21
11,17,13.45,22
10.4,20,15.25,20
10.9,6,11.55,24
9.9,6,14.95,21
8.7,355,20.85,15
10.5,4,22.65,13
8.7,357,23.95,11
5.3,28,25.15,8
2.9,360,25.95,7
4.1,212,25.45,12
8.3,211,24.55,13
7,214,23.15,14
6,201,20.95,18
4.4,199,19.65,18
0.9,192,17.25,22
1.7,73,16.85,20
9.8,26,15.75,16
10.2,39,15.35,15
12.4,28,14.85,16
11.3,24,13.65,17
13.2,31,13.85,18
13.4,18,14.25,18
12.3,33,15.05,16
13.6,30,14.75,16
13.5,32,14.55,15
12.7,32,13.95,16
13.1,31,12.55,18
12.1,23,16.05,14
14,13,18.45,11
13.2,5,19.95,13
11.9,9,21.15,13
9.3,359,22.35,12
9.5,354,23.45,10
10.6,1,24.25,9
9.5,1,24.25,9
10.3,6,23.85,10
9.8,8,23.05,10
10.4,22,21.65,11
8.8,16,18.85,14
9.8,21,17.05,17
10.5,20,16.05,18
12.4,36,15.45,16
9.8,22,13.85,16
12.6,2,13.25,16
9.9,358,14.25,15
9.8,8,13.75,15
7.4,352,12.15,18
6.1,340,12.15,21
8,2,11.45,20
9.6,18,10.95,19
10.2,20,10.25,21
10.7,26,14.15,19
16.4,14,16.15,19
16,359,17.05,19
13.6,355,18.55,17
12.5,3,19.75,15
11.5,4,20.25,15
10,354,21.05,14
8,343,21.95,12
10.3,333,19.95,15
9.5,349,19.55,15
7.4,336,18.05,18
8.9,327,16.95,20
9.4,8,15.75,24
9.3,18,15.05,25
11.7,14,14.45,27
11.4,1,13.95,29
9.9,360,13.05,30
7.9,2,12.45,31
8.1,9,11.15,33
9.4,26,10.85,33
9.6,28,10.35,34
9.7,30,10.65,33
9,9,7.75,38
8.2,4,7.45,40
7.2,16,10.05,34
7.2,351,14.75,26
7.3,352,16.25,23
7,358,17.45,23
9.4,340,18.75,21
9.7,354,19.75,18
8.7,340,20.35,17
10.1,321,20.15,15
8.1,341,19.95,15
8,349,19.85,13
9.5,20,18.25,19
1.9,113,11.95,37
1.8,291,10.35,41
